_Leaf_,code,DGNS_DESC,all_pc,all_cnt,leaf_total
12,N393,stress incontinence (female) (male),,,75
12,N811,cystocele,,,75
12,N281,"cyst of kidney, acquired",,,75
12,N302,other chronic cystitis,,,75
12,N328,other specified disorders of bladder,,,75
12,R319,"hematuria, unspecified",,,75
12,R32,unspecified urinary incontinence,,,75
12,R339,"retention of urine, unspecified",,,75
12,Z874,personal history of diseases of genitourinary system,,,75
12,N200,calculus of kidney,,,75
12,N300,acute cystitis,,,75
12,N359,"urethral stricture, unspecified",,,75
12,N528,other male erectile dysfunction,,,75
12,N529,"male erectile dysfunction, unspecified",,,75
12,C679,"malignant neoplasm of bladder, unspecified",,,75
12,E785,"hyperlipidemia, unspecified",,,75
12,N133,other and unspecified hydronephrosis,,,75
12,N138,other obstructive and reflux uropathy,,,75
12,N301,interstitial cystitis (chronic),,,75
12,N309,"cystitis, unspecified",,,75
12,R109,unspecified abdominal pain,,,75
12,R309,"painful micturition, unspecified",,,75
12,R310,gross hematuria,,,75
12,R311,benign essential microscopic hematuria,,,75
12,R398,other symptoms and signs involving the genitourinary system,,,75
12,R399,unsp symptoms and signs involving the genitourinary system,,,75
12,Z121,encntr screen for malignant neoplasm of intestinal tract,,,75
12,Z139,"encounter for screening, unspecified",,,75
12,Z682,"body mass index (bmi) 20-29, adult",,,75
12,Z854,personal history of malignant neoplasm of genital organs,,,75
12,Z855,personal history of malignant neoplasm of urinary tract,,,75
13,N200,calculus of kidney,100,75,75
13,N201,calculus of ureter,,,75
13,N281,"cyst of kidney, acquired",,,75
13,R319,"hematuria, unspecified",,,75
13,R310,gross hematuria,,,75
13,Z874,personal history of diseases of genitourinary system,,,75
13,N328,other specified disorders of bladder,,,75
13,R109,unspecified abdominal pain,,,75
13,R351,nocturia,,,75
13,N300,acute cystitis,,,75
13,N302,other chronic cystitis,,,75
13,Z854,personal history of malignant neoplasm of genital organs,,,75
13,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,75
13,E079,"disorder of thyroid, unspecified",,,75
13,E785,"hyperlipidemia, unspecified",,,75
13,N133,other and unspecified hydronephrosis,,,75
13,N183,"chronic kidney disease, stage 3 (moderate)",,,75
13,N320,bladder-neck obstruction,,,75
13,N393,stress incontinence (female) (male),,,75
13,N394,other specified urinary incontinence,,,75
13,N402,nodular prostate without lower urinary tract symptoms,,,75
13,N419,"inflammatory disease of prostate, unspecified",,,75
13,N520,vasculogenic erectile dysfunction,,,75
13,N528,other male erectile dysfunction,,,75
13,N952,postmenopausal atrophic vaginitis,,,75
13,Q610,congenital renal cyst,,,75
13,R311,benign essential microscopic hematuria,,,75
13,R338,other retention of urine,,,75
13,R339,"retention of urine, unspecified",,,75
13,R829,other and unspecified abnormal findings in urine,,,75
13,Z125,encounter for screening for malignant neoplasm of prostate,,,75
13,Z855,personal history of malignant neoplasm of urinary tract,,,75
14,N394,other specified urinary incontinence,100,64,64
14,N328,other specified disorders of bladder,,,64
14,R351,nocturia,,,64
14,N393,stress incontinence (female) (male),,,64
14,N811,cystocele,,,64
14,N302,other chronic cystitis,,,64
14,N952,postmenopausal atrophic vaginitis,,,64
14,R829,other and unspecified abnormal findings in urine,,,64
14,Z874,personal history of diseases of genitourinary system,,,64
14,E784,other hyperlipidemia,,,64
14,N133,other and unspecified hydronephrosis,,,64
14,N281,"cyst of kidney, acquired",,,64
14,N300,acute cystitis,,,64
14,N320,bladder-neck obstruction,,,64
14,R311,benign essential microscopic hematuria,,,64
14,R32,unspecified urinary incontinence,,,64
14,R338,other retention of urine,,,64
14,R339,"retention of urine, unspecified",,,64
14,R538,other malaise and fatigue,,,64
14,Z124,encounter for screening for malignant neoplasm of cervix,,,64
15,N300,acute cystitis,100,64,64
15,N952,postmenopausal atrophic vaginitis,,,64
15,E039,"hypothyroidism, unspecified",,,64
15,N183,"chronic kidney disease, stage 3 (moderate)",,,64
15,N760,acute vaginitis,,,64
15,R109,unspecified abdominal pain,,,64
15,R319,"hematuria, unspecified",,,64
15,R32,unspecified urinary incontinence,,,64
15,R351,nocturia,,,64
15,R398,other symptoms and signs involving the genitourinary system,,,64
15,R399,unsp symptoms and signs involving the genitourinary system,,,64
15,R538,other malaise and fatigue,,,64
15,R730,abnormal glucose,,,64
15,Z121,encntr screen for malignant neoplasm of intestinal tract,,,64
15,Z124,encounter for screening for malignant neoplasm of cervix,,,64
15,Z138,encounter for screening for oth diseases and disorders,,,64
15,Z682,"body mass index (bmi) 20-29, adult",,,64
15,Z874,personal history of diseases of genitourinary system,,,64
16,R319,"hematuria, unspecified",100,56,56
16,R109,unspecified abdominal pain,,,56
16,N328,other specified disorders of bladder,,,56
16,N393,stress incontinence (female) (male),,,56
16,Z798,other long term (current) drug therapy,,,56
16,C679,"malignant neoplasm of bladder, unspecified",,,56
16,E039,"hypothyroidism, unspecified",,,56
16,N183,"chronic kidney disease, stage 3 (moderate)",,,56
16,N301,interstitial cystitis (chronic),,,56
16,N309,"cystitis, unspecified",,,56
16,N760,acute vaginitis,,,56
16,R310,gross hematuria,,,56
16,R338,other retention of urine,,,56
16,R351,nocturia,,,56
16,R399,unsp symptoms and signs involving the genitourinary system,,,56
16,R739,"hyperglycemia, unspecified",,,56
16,R809,"proteinuria, unspecified",,,56
16,Z874,personal history of diseases of genitourinary system,,,56
17,Z798,other long term (current) drug therapy,100,117,117
17,E785,"hyperlipidemia, unspecified",10.256410256,12,117
17,E782,mixed hyperlipidemia,,,117
17,E039,"hypothyroidism, unspecified",,,117
17,R538,other malaise and fatigue,,,117
17,Z125,encounter for screening for malignant neoplasm of prostate,,,117
17,E780,pure hypercholesterolemia,,,117
17,E538,deficiency of other specified b group vitamins,,,117
17,N183,"chronic kidney disease, stage 3 (moderate)",,,117
17,N419,"inflammatory disease of prostate, unspecified",,,117
17,R109,unspecified abdominal pain,,,117
17,R32,unspecified urinary incontinence,,,117
17,R739,"hyperglycemia, unspecified",,,117
17,R829,other and unspecified abnormal findings in urine,,,117
17,Z121,encntr screen for malignant neoplasm of intestinal tract,,,117
17,Z136,encounter for screening for cardiovascular disorders,,,117
17,Z138,encounter for screening for oth diseases and disorders,,,117
18,E785,"hyperlipidemia, unspecified",100,82,82
18,E039,"hypothyroidism, unspecified",13.414634146,11,82
18,R538,other malaise and fatigue,,,82
18,R730,abnormal glucose,,,82
18,N183,"chronic kidney disease, stage 3 (moderate)",,,82
18,Z125,encounter for screening for malignant neoplasm of prostate,,,82
18,R739,"hyperglycemia, unspecified",,,82
18,E079,"disorder of thyroid, unspecified",,,82
18,E538,deficiency of other specified b group vitamins,,,82
18,R109,unspecified abdominal pain,,,82
18,R351,nocturia,,,82
18,R809,"proteinuria, unspecified",,,82
18,R829,other and unspecified abnormal findings in urine,,,82
18,E780,pure hypercholesterolemia,,,82
18,E784,other hyperlipidemia,,,82
18,N328,other specified disorders of bladder,,,82
18,N419,"inflammatory disease of prostate, unspecified",,,82
18,N520,vasculogenic erectile dysfunction,,,82
18,R103,pain localized to other parts of lower abdomen,,,82
18,R399,unsp symptoms and signs involving the genitourinary system,,,82
18,R799,"abnormal finding of blood chemistry, unspecified",,,82
18,Z121,encntr screen for malignant neoplasm of intestinal tract,,,82
18,Z138,encounter for screening for oth diseases and disorders,,,82
18,Z804,family history of malignant neoplasm of genital organs,,,82
18,Z854,personal history of malignant neoplasm of genital organs,,,82
19,N183,"chronic kidney disease, stage 3 (moderate)",100,52,52
19,E039,"hypothyroidism, unspecified",,,52
19,E780,pure hypercholesterolemia,,,52
19,R809,"proteinuria, unspecified",,,52
19,R339,"retention of urine, unspecified",,,52
19,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,52
19,C679,"malignant neoplasm of bladder, unspecified",,,52
19,E782,mixed hyperlipidemia,,,52
19,N281,"cyst of kidney, acquired",,,52
19,R103,pain localized to other parts of lower abdomen,,,52
19,Z125,encounter for screening for malignant neoplasm of prostate,,,52
20,R310,gross hematuria,100,32,32
20,R339,"retention of urine, unspecified",,,32
20,Z855,personal history of malignant neoplasm of urinary tract,,,32
20,E039,"hypothyroidism, unspecified",,,32
20,N133,other and unspecified hydronephrosis,,,32
20,N201,calculus of ureter,,,32
20,N281,"cyst of kidney, acquired",,,32
20,N320,bladder-neck obstruction,,,32
20,N328,other specified disorders of bladder,,,32
20,N359,"urethral stricture, unspecified",,,32
20,R103,pain localized to other parts of lower abdomen,,,32
20,R351,nocturia,,,32
20,R829,other and unspecified abnormal findings in urine,,,32
20,Z682,"body mass index (bmi) 20-29, adult",,,32
20,Z854,personal history of malignant neoplasm of genital organs,,,32
21,R829,other and unspecified abnormal findings in urine,100,26,26
21,E780,pure hypercholesterolemia,,,26
21,N133,other and unspecified hydronephrosis,,,26
21,N201,calculus of ureter,,,26
21,N302,other chronic cystitis,,,26
21,N320,bladder-neck obstruction,,,26
21,N952,postmenopausal atrophic vaginitis,,,26
21,R32,unspecified urinary incontinence,,,26
21,R739,"hyperglycemia, unspecified",,,26
21,R799,"abnormal finding of blood chemistry, unspecified",,,26
21,Z682,"body mass index (bmi) 20-29, adult",,,26
21,Z855,personal history of malignant neoplasm of urinary tract,,,26
21,Z874,personal history of diseases of genitourinary system,,,26
22,C679,"malignant neoplasm of bladder, unspecified",100,39,39
22,Z855,personal history of malignant neoplasm of urinary tract,,,39
22,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,39
22,N133,other and unspecified hydronephrosis,,,39
22,N328,other specified disorders of bladder,,,39
22,R32,unspecified urinary incontinence,,,39
22,Z125,encounter for screening for malignant neoplasm of prostate,,,39
22,Z854,personal history of malignant neoplasm of genital organs,,,39
23,Z874,personal history of diseases of genitourinary system,100,28,28
23,N393,stress incontinence (female) (male),,,28
23,N952,postmenopausal atrophic vaginitis,,,28
23,R339,"retention of urine, unspecified",,,28
23,C641,"malignant neoplasm of right kidney, except renal pelvis",,,28
23,N133,other and unspecified hydronephrosis,,,28
23,N320,bladder-neck obstruction,,,28
23,N523,post-surgical erectile dysfunction,,,28
23,N811,cystocele,,,28
23,R109,unspecified abdominal pain,,,28
23,R311,benign essential microscopic hematuria,,,28
23,Z854,personal history of malignant neoplasm of genital organs,,,28
23,Z855,personal history of malignant neoplasm of urinary tract,,,28
24,Z125,encounter for screening for malignant neoplasm of prostate,100,14,14
24,E780,pure hypercholesterolemia,,,14
24,E782,mixed hyperlipidemia,,,14
24,E784,other hyperlipidemia,,,14
24,N529,"male erectile dysfunction, unspecified",,,14
24,R739,"hyperglycemia, unspecified",,,14
24,Z136,encounter for screening for cardiovascular disorders,,,14
25,E039,"hypothyroidism, unspecified",100,22,22
25,R538,other malaise and fatigue,,,22
25,E782,mixed hyperlipidemia,,,22
25,E784,other hyperlipidemia,,,22
25,R109,unspecified abdominal pain,,,22
25,R730,abnormal glucose,,,22
25,E291,testicular hypofunction,,,22
25,E780,pure hypercholesterolemia,,,22
25,N309,"cystitis, unspecified",,,22
25,N393,stress incontinence (female) (male),,,22
25,R739,"hyperglycemia, unspecified",,,22
25,R799,"abnormal finding of blood chemistry, unspecified",,,22
26,E780,pure hypercholesterolemia,100,30,30
26,R730,abnormal glucose,,,30
26,R809,"proteinuria, unspecified",,,30
26,E538,deficiency of other specified b group vitamins,,,30
26,E782,mixed hyperlipidemia,,,30
26,N309,"cystitis, unspecified",,,30
26,N402,nodular prostate without lower urinary tract symptoms,,,30
26,R103,pain localized to other parts of lower abdomen,,,30
26,R109,unspecified abdominal pain,,,30
26,R32,unspecified urinary incontinence,,,30
26,R538,other malaise and fatigue,,,30
26,R799,"abnormal finding of blood chemistry, unspecified",,,30
26,Z138,encounter for screening for oth diseases and disorders,,,30
26,Z682,"body mass index (bmi) 20-29, adult",,,30
27,E782,mixed hyperlipidemia,100,29,29
27,R538,other malaise and fatigue,,,29
27,R730,abnormal glucose,,,29
27,E079,"disorder of thyroid, unspecified",,,29
27,R109,unspecified abdominal pain,,,29
27,R739,"hyperglycemia, unspecified",,,29
27,Z121,encntr screen for malignant neoplasm of intestinal tract,,,29
27,Z682,"body mass index (bmi) 20-29, adult",,,29
28,R339,"retention of urine, unspecified",100,23,23
28,N320,bladder-neck obstruction,,,23
28,C641,"malignant neoplasm of right kidney, except renal pelvis",,,23
28,N301,interstitial cystitis (chronic),,,23
28,N302,other chronic cystitis,,,23
28,R311,benign essential microscopic hematuria,,,23
28,R32,unspecified urinary incontinence,,,23
29,R109,unspecified abdominal pain,100,38,38
29,R103,pain localized to other parts of lower abdomen,,,38
29,E538,deficiency of other specified b group vitamins,,,38
29,N302,other chronic cystitis,,,38
29,N811,cystocele,,,38
29,N952,postmenopausal atrophic vaginitis,,,38
29,Z682,"body mass index (bmi) 20-29, adult",,,38
30,R351,nocturia,100,19,19
30,N952,postmenopausal atrophic vaginitis,,,19
30,R538,other malaise and fatigue,,,19
30,Z854,personal history of malignant neoplasm of genital organs,,,19
30,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,19
30,E291,testicular hypofunction,,,19
30,E784,other hyperlipidemia,,,19
30,N281,"cyst of kidney, acquired",,,19
30,N302,other chronic cystitis,,,19
30,N320,bladder-neck obstruction,,,19
30,N328,other specified disorders of bladder,,,19
30,N393,stress incontinence (female) (male),,,19
30,N520,vasculogenic erectile dysfunction,,,19
30,N529,"male erectile dysfunction, unspecified",,,19
30,R311,benign essential microscopic hematuria,,,19
30,R730,abnormal glucose,,,19
30,Z136,encounter for screening for cardiovascular disorders,,,19
30,Z139,"encounter for screening, unspecified",,,19
30,Z855,personal history of malignant neoplasm of urinary tract,,,19
31,N328,other specified disorders of bladder,100,19,19
31,N302,other chronic cystitis,,,19
31,N419,"inflammatory disease of prostate, unspecified",,,19
31,R311,benign essential microscopic hematuria,,,19
31,R32,unspecified urinary incontinence,,,19
31,R538,other malaise and fatigue,,,19
31,Z854,personal history of malignant neoplasm of genital organs,,,19
32,R399,unsp symptoms and signs involving the genitourinary system,100,20,20
32,N760,acute vaginitis,,,20
32,Z682,"body mass index (bmi) 20-29, adult",,,20
33,Z855,personal history of malignant neoplasm of urinary tract,100,21,21
33,Z854,personal history of malignant neoplasm of genital organs,,,21
33,N133,other and unspecified hydronephrosis,,,21
33,N302,other chronic cystitis,,,21
33,N529,"male erectile dysfunction, unspecified",,,21
34,R809,"proteinuria, unspecified",,,
34,Z136,encounter for screening for cardiovascular disorders,,,
34,Z138,encounter for screening for oth diseases and disorders,,,
35,R32,unspecified urinary incontinence,100,21,21
36,R538,other malaise and fatigue,100,25,25
36,E784,other hyperlipidemia,,,25
36,R730,abnormal glucose,,,25
36,Z136,encounter for screening for cardiovascular disorders,,,25
36,Z138,encounter for screening for oth diseases and disorders,,,25
37,Z854,personal history of malignant neoplasm of genital organs,100,15,15
37,N393,stress incontinence (female) (male),,,15
37,E291,testicular hypofunction,,,15
37,N529,"male erectile dysfunction, unspecified",,,15
38,N529,"male erectile dysfunction, unspecified",,,
38,E291,testicular hypofunction,,,
38,N402,nodular prostate without lower urinary tract symptoms,,,
39,R730,abnormal glucose,,,
39,E538,deficiency of other specified b group vitamins,,,
39,E784,other hyperlipidemia,,,
39,R358,other polyuria,,,
39,Z139,"encounter for screening, unspecified",,,
40,Z014,encounter for gynecological examination,100,17,17
40,Z121,encntr screen for malignant neoplasm of intestinal tract,,,17
40,Z138,encounter for screening for oth diseases and disorders,,,17
40,Z124,encounter for screening for malignant neoplasm of cervix,,,17
40,N952,postmenopausal atrophic vaginitis,,,17
41,R103,pain localized to other parts of lower abdomen,100,20,20
41,N309,"cystitis, unspecified",,,20
41,Z121,encntr screen for malignant neoplasm of intestinal tract,,,20
42,N302,other chronic cystitis,100,12,12
42,N281,"cyst of kidney, acquired",,,12
42,N301,interstitial cystitis (chronic),,,12
43,N811,cystocele,100,12,12
43,N952,postmenopausal atrophic vaginitis,,,12
43,N201,calculus of ureter,,,12
43,N309,"cystitis, unspecified",,,12
43,N393,stress incontinence (female) (male),,,12
43,R338,other retention of urine,,,12
44,R311,benign essential microscopic hematuria,,,
44,N281,"cyst of kidney, acquired",,,
44,N359,"urethral stricture, unspecified",,,
45,E291,testicular hypofunction,,,
45,N528,other male erectile dysfunction,,,
45,E784,other hyperlipidemia,,,
45,N520,vasculogenic erectile dysfunction,,,
46,C674,malignant neoplasm of posterior wall of bladder,,,
47,R309,"painful micturition, unspecified",,,
47,N309,"cystitis, unspecified",,,
48,N301,interstitial cystitis (chronic),,,
48,Q610,congenital renal cyst,,,
48,R338,other retention of urine,,,
49,E784,other hyperlipidemia,,,
49,R799,"abnormal finding of blood chemistry, unspecified",,,
50,N281,"cyst of kidney, acquired",,,
50,N393,stress incontinence (female) (male),,,
51,C672,malignant neoplasm of lateral wall of bladder,,,
51,Z139,"encounter for screening, unspecified",,,
52,N393,stress incontinence (female) (male),,,
53,N201,calculus of ureter,100,11,11
53,N133,other and unspecified hydronephrosis,,,11
54,N309,"cystitis, unspecified",,,
55,E538,deficiency of other specified b group vitamins,,,
56,N133,other and unspecified hydronephrosis,,,
57,C641,"malignant neoplasm of right kidney, except renal pelvis",,,
58,Z682,"body mass index (bmi) 20-29, adult",,,
59,N402,nodular prostate without lower urinary tract symptoms,,,
60,N760,acute vaginitis,,,
61,N202,calculus of kidney with calculus of ureter,,,
62,R398,other symptoms and signs involving the genitourinary system,,,
63,Z124,encounter for screening for malignant neoplasm of cervix,,,
63,N952,postmenopausal atrophic vaginitis,,,
63,Z121,encntr screen for malignant neoplasm of intestinal tract,,,
63,Z138,encounter for screening for oth diseases and disorders,,,
65,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,
67,R739,"hyperglycemia, unspecified",,,
67,Z139,"encounter for screening, unspecified",,,
68,N419,"inflammatory disease of prostate, unspecified",,,
69,N952,postmenopausal atrophic vaginitis,,,
70,Z138,encounter for screening for oth diseases and disorders,,,
70,Z139,"encounter for screening, unspecified",,,
73,E079,"disorder of thyroid, unspecified",,,
74,N320,bladder-neck obstruction,,,
74,N359,"urethral stricture, unspecified",,,
75,R338,other retention of urine,,,
78,R358,other polyuria,,,
80,Q610,congenital renal cyst,,,
81,Z139,"encounter for screening, unspecified",,,
82,N359,"urethral stricture, unspecified",,,
83,Z804,family history of malignant neoplasm of genital organs,,,
