_Leaf_,code,DGNS_DESC,all_pc,prnc_pc,all_cnt,prnc_cnt,leaf_total
8,Z907,acquired absence of genital organ(s),,0,,,31
8,Z910,"allergy status, oth than to drugs and biological substances",,0,,,31
8,Z984,cataract extraction status,,0,,,31
9,M541,radiculopathy,100,,19,,19
9,I10,essential (primary) hypertension,68.421052632,0,13,,19
9,E785,"hyperlipidemia, unspecified",,0,,,19
9,K219,gastro-esophageal reflux disease without esophagitis,,0,,,19
9,F329,"major depressive disorder, single episode, unspecified",,0,,,19
9,M545,low back pain,,0,,,19
9,Z798,other long term (current) drug therapy,,0,,,19
9,D62,acute posthemorrhagic anemia,,0,,,19
9,E669,"obesity, unspecified",,0,,,19
9,E780,pure hypercholesterolemia,,0,,,19
9,M199,"osteoarthritis, unspecified site",,0,,,19
9,T840,mechanical complication of internal joint prosthesis,,,,,19
9,M479,"spondylosis, unspecified",,,,,19
9,T842,mechanical complication of internal fixation device of bones,,,,,19
9,G473,sleep apnea,,0,,,19
9,G892,"chronic pain, not elsewhere classified",,0,,,19
9,J459,other and unspecified asthma,,0,,,19
9,Z878,personal history of other specified conditions,,0,,,19
9,Z907,acquired absence of genital organ(s),,0,,,19
9,Z910,"allergy status, oth than to drugs and biological substances",,0,,,19
9,Z981,arthrodesis status,,0,,,19
9,M412,other idiopathic scoliosis,,,,,19
9,M462,osteomyelitis of vertebra,,,,,19
9,M888,osteitis deformans of other bones,,,,,19
9,M961,"postlaminectomy syndrome, not elsewhere classified",,,,,19
9,T843,"mechanical complication of bone devices, implants and grafts",,,,,19
9,G439,"migraine, unspecified",,0,,,19
9,M069,"rheumatoid arthritis, unspecified",,0,,,19
9,M418,other forms of scoliosis,,0,,,19
9,M419,"scoliosis, unspecified",,0,,,19
9,M464,"discitis, unspecified",,0,,,19
9,M808,other osteoporosis with current pathological fracture,,0,,,19
9,S320,fracture of lumbar vertebra,,0,,,19
9,Z880,allergy status to penicillin,,0,,,19
9,Z966,presence of orthopedic joint implants,,0,,,19
10,I10,essential (primary) hypertension,100,0,49,,49
10,K219,gastro-esophageal reflux disease without esophagitis,51.020408163,0,25,,49
10,E785,"hyperlipidemia, unspecified",48.979591837,0,24,,49
10,G473,sleep apnea,26.530612245,0,13,,49
10,Z798,other long term (current) drug therapy,26.530612245,0,13,,49
10,F329,"major depressive disorder, single episode, unspecified",22.448979592,0,11,,49
10,Z878,personal history of other specified conditions,22.448979592,0,11,,49
10,Z981,arthrodesis status,22.448979592,0,11,,49
10,S320,fracture of lumbar vertebra,,,,,49
10,M464,"discitis, unspecified",,,,,49
10,T842,mechanical complication of internal fixation device of bones,,,,,49
10,M462,osteomyelitis of vertebra,,,,,49
10,M402,other and unspecified kyphosis,,,,,49
10,D62,acute posthemorrhagic anemia,,0,,,49
10,J459,other and unspecified asthma,,0,,,49
10,M199,"osteoarthritis, unspecified site",,0,,,49
10,E669,"obesity, unspecified",,0,,,49
10,K590,constipation,,0,,,49
10,M418,other forms of scoliosis,,,,,49
10,M485,"collapsed vertebra, not elsewhere classified",,,,,49
10,M961,"postlaminectomy syndrome, not elsewhere classified",,,,,49
10,T848,oth complications of internal orthopedic prosth dev/grft,,,,,49
10,E780,pure hypercholesterolemia,,0,,,49
10,E876,hypokalemia,,0,,,49
10,G892,"chronic pain, not elsewhere classified",,0,,,49
10,M545,low back pain,,0,,,49
10,Z966,presence of orthopedic joint implants,,0,,,49
10,M479,"spondylosis, unspecified",,,,,49
10,G439,"migraine, unspecified",,0,,,49
10,M419,"scoliosis, unspecified",,0,,,49
10,M532,spinal instabilities,,,,,49
10,M400,postural kyphosis,,,,,49
10,M800,age-related osteoporosis with current pathological fracture,,,,,49
10,S331,subluxation and dislocation of lumbar vertebra,,,,,49
10,G891,"acute pain, not elsewhere classified",,0,,,49
10,G92,toxic encephalopathy,,0,,,49
10,H919,unspecified hearing loss,,0,,,49
10,M069,"rheumatoid arthritis, unspecified",,0,,,49
10,Z854,personal history of malignant neoplasm of genital organs,,0,,,49
10,Z880,allergy status to penicillin,,0,,,49
10,Z907,acquired absence of genital organ(s),,0,,,49
10,Z910,"allergy status, oth than to drugs and biological substances",,0,,,49
10,A409,"streptococcal sepsis, unspecified",,,,,49
10,A418,other specified sepsis,,,,,49
10,M403,flatback syndrome,,,,,49
10,M413,thoracogenic scoliosis,,,,,49
10,M430,spondylolysis,,,,,49
10,M438,other specified deforming dorsopathies,,,,,49
10,M463,infection of intervertebral disc (pyogenic),,,,,49
10,M808,other osteoporosis with current pathological fracture,,,,,49
10,M846,pathological fracture in other disease,,,,,49
10,Q762,congenital spondylolisthesis,,,,,49
10,S220,fracture of thoracic vertebra,,,,,49
10,T849,unsp complication of internal orthopedic prosth dev/grft,,,,,49
10,T856,mechanical comp of internal and external prosth dev/grft,,,,,49
10,G974,accidental pnctr & lac of a nervous system org dur proc,,0,,,49
10,M401,other secondary kyphosis,,0,,,49
10,M469,unspecified inflammatory spondylopathy,,0,,,49
10,M471,other spondylosis with myelopathy,,0,,,49
10,M518,"oth thoracic, thoracolum and lumbosacr intvrt disc disorders",,0,,,49
10,M968,"oth intraop and postproc comp and disorders of ms sys, nec",,0,,,49
10,S321,fracture of sacrum,,0,,,49
10,T814,infection following a procedure,,0,,,49
11,Z981,arthrodesis status,,0,,,
11,M800,age-related osteoporosis with current pathological fracture,,,,,
11,T848,oth complications of internal orthopedic prosth dev/grft,,,,,
11,D62,acute posthemorrhagic anemia,,0,,,
11,M545,low back pain,,0,,,
11,Z910,"allergy status, oth than to drugs and biological substances",,0,,,
12,M462,osteomyelitis of vertebra,,,,,
12,M464,"discitis, unspecified",,0,,,
12,E785,"hyperlipidemia, unspecified",,0,,,
12,G473,sleep apnea,,0,,,
12,Z878,personal history of other specified conditions,,0,,,
12,D62,acute posthemorrhagic anemia,,0,,,
12,E669,"obesity, unspecified",,0,,,
12,E780,pure hypercholesterolemia,,0,,,
12,F329,"major depressive disorder, single episode, unspecified",,0,,,
12,G891,"acute pain, not elsewhere classified",,0,,,
12,K219,gastro-esophageal reflux disease without esophagitis,,0,,,
12,K590,constipation,,0,,,
12,M199,"osteoarthritis, unspecified site",,0,,,
12,M796,"pain in limb, hand, foot, fingers and toes",,0,,,
13,D62,acute posthemorrhagic anemia,,0,,,
13,E785,"hyperlipidemia, unspecified",,0,,,
13,M481,ankylosing hyperostosis [forestier],,0,,,
13,M402,other and unspecified kyphosis,,,,,
13,M432,fusion of spine,,,,,
13,M844,"pathological fracture, not elsewhere classified",,,,,
13,S220,fracture of thoracic vertebra,,,,,
13,E669,"obesity, unspecified",,0,,,
13,E876,hypokalemia,,0,,,
13,G439,"migraine, unspecified",,0,,,
13,G473,sleep apnea,,0,,,
13,G92,toxic encephalopathy,,0,,,
13,K219,gastro-esophageal reflux disease without esophagitis,,0,,,
13,M479,"spondylosis, unspecified",,0,,,
13,Z798,other long term (current) drug therapy,,0,,,
14,G892,"chronic pain, not elsewhere classified",,0,,,
14,Z878,personal history of other specified conditions,,0,,,
14,M418,other forms of scoliosis,,,,,
14,M961,"postlaminectomy syndrome, not elsewhere classified",,,,,
14,G473,sleep apnea,,0,,,
14,K219,gastro-esophageal reflux disease without esophagitis,,0,,,
14,K590,constipation,,0,,,
14,M545,low back pain,,0,,,
14,Z880,allergy status to penicillin,,0,,,
16,S320,fracture of lumbar vertebra,,,,,
16,G473,sleep apnea,,0,,,
16,K590,constipation,,0,,,
16,M796,"pain in limb, hand, foot, fingers and toes",,0,,,
16,S331,subluxation and dislocation of lumbar vertebra,,0,,,
17,E785,"hyperlipidemia, unspecified",,0,,,
17,K219,gastro-esophageal reflux disease without esophagitis,,0,,,
17,K590,constipation,,0,,,
17,Z878,personal history of other specified conditions,,0,,,
17,M430,spondylolysis,,,,,
17,M471,other spondylosis with myelopathy,,,,,
17,M519,"unsp thoracic, thoracolum and lumbosacr intvrt disc disorder",,,,,
17,M845,pathological fracture in neoplastic disease,,,,,
17,C795,secondary malignant neoplasm of bone and bone marrow,,0,,,
17,J459,other and unspecified asthma,,0,,,
17,M419,"scoliosis, unspecified",,0,,,
17,M485,"collapsed vertebra, not elsewhere classified",,0,,,
17,M510,"thoracic, thrclm and lumbosacr intvrt disc disord w myelpath",,0,,,
17,M532,spinal instabilities,,0,,,
17,M545,low back pain,,0,,,
17,Z854,personal history of malignant neoplasm of genital organs,,0,,,
17,Z880,allergy status to penicillin,,0,,,
20,M418,other forms of scoliosis,,,,,
20,Z798,other long term (current) drug therapy,,0,,,
20,Z907,acquired absence of genital organ(s),,0,,,
20,Z984,cataract extraction status,,0,,,
33,M510,"thoracic, thrclm and lumbosacr intvrt disc disord w myelpath",,,,,
33,G834,cauda equina syndrome,,0,,,
45,M845,pathological fracture in neoplastic disease,,,,,
45,C795,secondary malignant neoplasm of bone and bone marrow,,0,,,
45,M485,"collapsed vertebra, not elsewhere classified",,0,,,
