_Leaf_,code,DGNS_DESC,all_pc,all_cnt,leaf_total
18,Z874,personal history of diseases of genitourinary system,,,34
18,E780,pure hypercholesterolemia,,,34
18,E871,hypo-osmolality and hyponatremia,,,34
18,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,34
18,K590,constipation,,,34
18,N200,calculus of kidney,,,34
18,N393,stress incontinence (female) (male),,,34
18,N394,other specified urinary incontinence,,,34
18,R319,"hematuria, unspecified",,,34
18,R829,other and unspecified abnormal findings in urine,,,34
19,R319,"hematuria, unspecified",100,47,47
19,R829,other and unspecified abnormal findings in urine,,,47
19,C679,"malignant neoplasm of bladder, unspecified",,,47
19,R101,pain localized to upper abdomen,,,47
19,Z874,personal history of diseases of genitourinary system,,,47
19,D728,other specified disorders of white blood cells,,,47
19,E871,hypo-osmolality and hyponatremia,,,47
19,M549,"dorsalgia, unspecified",,,47
19,N201,calculus of ureter,,,47
19,N300,acute cystitis,,,47
19,N401,enlarged prostate with lower urinary tract symptoms,,,47
19,R110,nausea,,,47
19,R310,gross hematuria,,,47
19,R399,unsp symptoms and signs involving the genitourinary system,,,47
19,R509,"fever, unspecified",,,47
19,R730,abnormal glucose,,,47
19,R972,elevated prostate specific antigen [psa],,,47
20,R55,syncope and collapse,100,28,28
20,R531,weakness,,,28
20,F101,alcohol abuse,,,28
20,E871,hypo-osmolality and hyponatremia,,,28
20,E876,hypokalemia,,,28
20,I959,"hypotension, unspecified",,,28
20,K590,constipation,,,28
20,M549,"dorsalgia, unspecified",,,28
20,R110,nausea,,,28
20,R112,"nausea with vomiting, unspecified",,,28
20,R418,oth symptoms and signs w cognitive functions and awareness,,,28
20,R538,other malaise and fatigue,,,28
20,R798,other specified abnormal findings of blood chemistry,,,28
21,R418,oth symptoms and signs w cognitive functions and awareness,100,25,25
21,R538,other malaise and fatigue,,,25
21,E871,hypo-osmolality and hyponatremia,,,25
21,F101,alcohol abuse,,,25
21,K590,constipation,,,25
21,N394,other specified urinary incontinence,,,25
21,R101,pain localized to upper abdomen,,,25
21,R410,"disorientation, unspecified",,,25
21,R51,headache,,,25
21,R531,weakness,,,25
21,R829,other and unspecified abnormal findings in urine,,,25
22,R829,other and unspecified abnormal findings in urine,100,33,33
22,M549,"dorsalgia, unspecified",,,33
22,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,33
22,N394,other specified urinary incontinence,,,33
22,N401,enlarged prostate with lower urinary tract symptoms,,,33
22,R310,gross hematuria,,,33
22,R312,other microscopic hematuria,,,33
22,R509,"fever, unspecified",,,33
22,R730,abnormal glucose,,,33
22,Z880,allergy status to penicillin,,,33
23,R531,weakness,100,28,28
23,R410,"disorientation, unspecified",,,28
23,R538,other malaise and fatigue,,,28
23,E871,hypo-osmolality and hyponatremia,,,28
23,R110,nausea,,,28
23,R51,headache,,,28
23,B349,"viral infection, unspecified",,,28
23,E780,pure hypercholesterolemia,,,28
23,R197,"diarrhea, unspecified",,,28
23,R509,"fever, unspecified",,,28
23,Z874,personal history of diseases of genitourinary system,,,28
23,Z880,allergy status to penicillin,,,28
23,Z904,acquired absence of other specified parts of digestive tract,,,28
24,R351,nocturia,100,28,28
24,N401,enlarged prostate with lower urinary tract symptoms,,,28
24,R391,other difficulties with micturition,,,28
24,R972,elevated prostate specific antigen [psa],,,28
24,R312,other microscopic hematuria,,,28
24,N200,calculus of kidney,,,28
24,R310,gross hematuria,,,28
24,R32,unspecified urinary incontinence,,,28
24,R399,unsp symptoms and signs involving the genitourinary system,,,28
24,Z874,personal history of diseases of genitourinary system,,,28
25,E780,pure hypercholesterolemia,100,22,22
25,M171,unilateral primary osteoarthritis of knee,,,22
25,R538,other malaise and fatigue,,,22
25,B349,"viral infection, unspecified",,,22
25,E871,hypo-osmolality and hyponatremia,,,22
25,E876,hypokalemia,,,22
25,I959,"hypotension, unspecified",,,22
25,N200,calculus of kidney,,,22
25,R101,pain localized to upper abdomen,,,22
25,R110,nausea,,,22
25,R509,"fever, unspecified",,,22
25,R730,abnormal glucose,,,22
26,R538,other malaise and fatigue,100,33,33
26,E876,hypokalemia,,,33
26,K590,constipation,,,33
26,R51,headache,,,33
26,D728,other specified disorders of white blood cells,,,33
26,E291,testicular hypofunction,,,33
26,R112,"nausea with vomiting, unspecified",,,33
26,R391,other difficulties with micturition,,,33
26,R410,"disorientation, unspecified",,,33
26,R730,abnormal glucose,,,33
26,R798,other specified abnormal findings of blood chemistry,,,33
27,K590,constipation,100,18,18
27,R112,"nausea with vomiting, unspecified",,,18
27,E871,hypo-osmolality and hyponatremia,,,18
27,E876,hypokalemia,,,18
27,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,18
27,N201,calculus of ureter,,,18
27,R310,gross hematuria,,,18
27,Z880,allergy status to penicillin,,,18
27,Z904,acquired absence of other specified parts of digestive tract,,,18
27,Z940,kidney transplant status,,,18
28,E876,hypokalemia,,,
28,F101,alcohol abuse,,,
28,R509,"fever, unspecified",,,
28,R730,abnormal glucose,,,
29,R509,"fever, unspecified",100,26,26
29,R197,"diarrhea, unspecified",,,26
29,K529,"noninfective gastroenteritis and colitis, unspecified",,,26
29,R101,pain localized to upper abdomen,,,26
29,R112,"nausea with vomiting, unspecified",,,26
30,R112,"nausea with vomiting, unspecified",100,17,17
30,R197,"diarrhea, unspecified",,,17
30,R101,pain localized to upper abdomen,,,17
30,R108,other abdominal pain,,,17
30,R110,nausea,,,17
30,R739,"hyperglycemia, unspecified",,,17
31,N401,enlarged prostate with lower urinary tract symptoms,100,32,32
31,R972,elevated prostate specific antigen [psa],,,32
31,C679,"malignant neoplasm of bladder, unspecified",,,32
31,E291,testicular hypofunction,,,32
31,N200,calculus of kidney,,,32
31,N394,other specified urinary incontinence,,,32
31,R312,other microscopic hematuria,,,32
31,R391,other difficulties with micturition,,,32
31,Z904,acquired absence of other specified parts of digestive tract,,,32
32,R410,"disorientation, unspecified",,,
32,R110,nausea,,,
32,R798,other specified abnormal findings of blood chemistry,,,
33,N300,acute cystitis,100,24,24
33,N394,other specified urinary incontinence,,,24
33,N179,"acute kidney failure, unspecified",,,24
33,N309,"cystitis, unspecified",,,24
33,R108,other abdominal pain,,,24
33,R197,"diarrhea, unspecified",,,24
34,R32,unspecified urinary incontinence,100,17,17
34,N811,cystocele,,,17
34,E291,testicular hypofunction,,,17
34,N200,calculus of kidney,,,17
34,N394,other specified urinary incontinence,,,17
35,R108,other abdominal pain,,,
35,R110,nausea,,,
35,R798,other specified abnormal findings of blood chemistry,,,
36,Z940,kidney transplant status,,,
36,N179,"acute kidney failure, unspecified",,,
36,R972,elevated prostate specific antigen [psa],,,
37,M549,"dorsalgia, unspecified",,,
37,R51,headache,,,
38,R101,pain localized to upper abdomen,100,15,15
38,R110,nausea,,,15
38,Z904,acquired absence of other specified parts of digestive tract,,,15
39,R391,other difficulties with micturition,100,12,12
39,R310,gross hematuria,,,12
40,R399,unsp symptoms and signs involving the genitourinary system,,,
41,R730,abnormal glucose,,,
42,C679,"malignant neoplasm of bladder, unspecified",100,18,18
43,N394,other specified urinary incontinence,100,18,18
43,R972,elevated prostate specific antigen [psa],,,18
43,Z874,personal history of diseases of genitourinary system,,,18
44,N309,"cystitis, unspecified",,,
45,R310,gross hematuria,,,
45,N200,calculus of kidney,,,
46,Z874,personal history of diseases of genitourinary system,100,11,11
46,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,11
46,N179,"acute kidney failure, unspecified",,,11
46,R312,other microscopic hematuria,,,11
47,N393,stress incontinence (female) (male),,,
47,N811,cystocele,,,
47,R312,other microscopic hematuria,,,
48,K529,"noninfective gastroenteritis and colitis, unspecified",,,
48,R197,"diarrhea, unspecified",,,
49,R972,elevated prostate specific antigen [psa],100,16,16
49,R312,other microscopic hematuria,,,16
50,R110,nausea,,,
50,N200,calculus of kidney,,,
51,R51,headache,,,
51,N200,calculus of kidney,,,
52,N201,calculus of ureter,,,
52,N200,calculus of kidney,,,
53,D728,other specified disorders of white blood cells,,,
54,R197,"diarrhea, unspecified",,,
54,B349,"viral infection, unspecified",,,
54,I951,orthostatic hypotension,,,
55,M171,unilateral primary osteoarthritis of knee,,,
55,N200,calculus of kidney,,,
56,R309,"painful micturition, unspecified",,,
57,Z880,allergy status to penicillin,,,
57,E871,hypo-osmolality and hyponatremia,,,
57,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,
57,N179,"acute kidney failure, unspecified",,,
57,N200,calculus of kidney,,,
58,N200,calculus of kidney,,,
58,Z904,acquired absence of other specified parts of digestive tract,,,
59,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,100,14,14
59,N179,"acute kidney failure, unspecified",,,14
60,E871,hypo-osmolality and hyponatremia,,,
61,N179,"acute kidney failure, unspecified",,,
63,I951,orthostatic hypotension,,,
64,E291,testicular hypofunction,,,
65,Z904,acquired absence of other specified parts of digestive tract,,,
66,N811,cystocele,,,
67,S301,contusion of abdominal wall,,,
68,R739,"hyperglycemia, unspecified",,,
69,F101,alcohol abuse,,,
72,B349,"viral infection, unspecified",,,
73,R312,other microscopic hematuria,,,
