_Leaf_,code,DGNS_DESC,all_pc,prnc_pc,all_cnt,prnc_cnt,leaf_total
19,G891,"acute pain, not elsewhere classified",,,,,60
19,M000,staphylococcal arthritis and polyarthritis,,,,,60
19,M245,contracture of joint,,,,,60
19,M256,"stiffness of joint, not elsewhere classified",,,,,60
19,M679,unspecified disorder of synovium and tendon,,,,,60
19,M712,synovial cyst of popliteal space [baker],,,,,60
19,M751,"rotator cuff tear or rupture, not specified as traumatic",,,,,60
19,S820,fracture of patella,,,,,60
19,L905,scar conditions and fibrosis of skin,,0,,,60
19,M002,other streptococcal arthritis and polyarthritis,,0,,,60
19,M190,primary osteoarthritis of other joints,,0,,,60
19,M222,patellofemoral disorders,,0,,,60
19,M658,other synovitis and tenosynovitis,,0,,,60
19,M662,spontaneous rupture of extensor tendons,,0,,,60
19,M765,patellar tendinitis,,0,,,60
20,M658,other synovitis and tenosynovitis,100,,13,,13
20,M112,other chondrocalcinosis,,,,,13
20,M173,unilateral post-traumatic osteoarthritis of knee,,,,,13
20,M245,contracture of joint,,,,,13
20,M250,hemarthrosis,,,,,13
20,M256,"stiffness of joint, not elsewhere classified",,,,,13
20,M257,osteophyte,,,,,13
20,M668,spontaneous rupture of other tendons,,,,,13
20,M893,hypertrophy of bone,,,,,13
20,M190,primary osteoarthritis of other joints,,0,,,13
20,M222,patellofemoral disorders,,0,,,13
20,M751,"rotator cuff tear or rupture, not specified as traumatic",,0,,,13
21,M230,cystic meniscus,,,,,
21,M932,osteochondritis dissecans,,0,,,
22,M125,traumatic arthropathy,100,92.307692308,13,12,13
22,M843,stress fracture,,,,,13
23,M254,effusion of joint,,,,,
23,M112,other chondrocalcinosis,,0,,,
23,M673,transient synovitis,,0,,,
24,M675,plica syndrome,,,,,
24,M199,"osteoarthritis, unspecified site",,0,,,
24,S839,sprain of unspecified site of knee,,0,,,
24,M898,other specified disorders of bone,,,,,
25,M958,oth acquired deformities of musculoskeletal system,,,,,
25,M893,hypertrophy of bone,,,,,
25,M659,"synovitis and tenosynovitis, unspecified",,0,,,
25,M794,hypertrophy of (infrapatellar) fat pad,,0,,,
26,M222,patellofemoral disorders,,,,,
26,S830,subluxation and dislocation of patella,,,,,
26,M932,osteochondritis dissecans,,0,,,
27,S835,sprain of cruciate ligament of knee,,,,,
28,M002,other streptococcal arthritis and polyarthritis,,,,,
28,L031,cellulitis and acute lymphangitis of other parts of limb,,,,,
28,M250,hemarthrosis,,,,,
28,M704,prepatellar bursitis,,0,,,
29,T845,infect/inflm reaction due to internal joint prosthesis,,,,,
29,S800,contusion of knee,,,,,
29,M712,synovial cyst of popliteal space [baker],,0,,,
30,M257,osteophyte,,,,,
30,M256,"stiffness of joint, not elsewhere classified",,0,,,
30,M968,"oth intraop and postproc comp and disorders of ms sys, nec",,,,,
31,M241,other articular cartilage disorders,,,,,
31,S434,sprain of shoulder joint,,,,,
32,M250,hemarthrosis,,,,,
32,S800,contusion of knee,,,,,
32,M798,other specified soft tissue disorders,,0,,,
33,T844,"mech comp of internal orth devices, implants and grafts",,,,,
34,S833,"tear of articular cartilage of knee, current",,,,,
35,M122,villonodular synovitis (pigmented),,,,,
35,M223,other derangements of patella,,,,,
35,S724,fracture of lower end of femur,,0,,,
36,S820,fracture of patella,,,,,
37,M673,transient synovitis,,,,,
38,M932,osteochondritis dissecans,,,,,
38,M844,"pathological fracture, not elsewhere classified",,,,,
38,S724,fracture of lower end of femur,,,,,
39,M173,unilateral post-traumatic osteoarthritis of knee,,,,,
39,M161,unilateral primary osteoarthritis of hip,,0,,,
41,M223,other derangements of patella,,,,,
42,M844,"pathological fracture, not elsewhere classified",,,,,
42,S724,fracture of lower end of femur,,0,,,
43,M704,prepatellar bursitis,,,,,
44,M949,"disorder of cartilage, unspecified",,,,,
45,M112,other chondrocalcinosis,,,,,
46,M678,other specified disorders of synovium and tendon,,,,,
47,M01X,direct infct of joint in infec/parastc dis classd elswhr,,,,,
48,M651,other infective (teno)synovitis,,,,,
49,M794,hypertrophy of (infrapatellar) fat pad,,,,,
50,M128,"other specific arthropathies, not elsewhere classified",,,,,
52,M245,contracture of joint,,,,,
